experiment_id,parallelism,batch_size,target_rate,total_requests,success_requests,success_rate_pct,throughput_rps,avg_latency_ms,avg_wait_ms,avg_inference_ms,processing_time_sec,actual_batches,avg_batch_size,load_balance_pct,resource_utilization_pct
p4b2_32req,4,2,2.0000,32,32,100.0000,0.0631,116419.7813,16.6563,116403.1250,507.2880,16,2.0000,100.0000,0.6308
