配置,总吞吐量,扩展倍数,GPU详情
1GPU,0.59,1.00,GPU0:50
2GPU,1.3,2.20,GPU0:20,GPU0:20
3GPU,1.43,2.42,GPU0:10,GPU0:10,GPU0:10
4GPU,1.86,3.15,GPU0:10,GPU0:10,GPU0:10,GPU0:10
