experiment_id,parallelism,batch_size,target_rate,total_requests,success_requests,success_rate_pct,throughput_rps,avg_latency_ms,avg_wait_ms,avg_inference_ms,processing_time_sec,actual_batches,avg_batch_size,load_balance_pct,resource_utilization_pct
p7b2_14req,7,2,2.0000,14,14,100.0000,0.8016,10213.5000,1009.6429,9203.8571,17.4640,7,2.0000,100.0000,4.5809
p7b2_14req,7,2,2.0000,14,14,100.0000,0.8365,10255.7857,1006.0714,9249.7143,16.7360,7,2.0000,100.0000,4.7801
