experiment_id,parallelism,batch_size,target_rate,total_requests,success_requests,success_rate_pct,throughput_rps,avg_latency_ms,avg_wait_ms,avg_inference_ms,processing_time_sec,actual_batches,avg_batch_size,load_balance_pct,resource_utilization_pct
p14b2_112req,14,2,10.0000,112,112,100.0000,1.2652,15558.7321,700.6964,14858.0357,88.5230,56,2.0000,100.0000,3.6149
p14b2_112req,14,2,5.0000,112,112,100.0000,1.1916,16197.8214,1401.7143,14796.1071,93.9890,56,2.0000,100.0000,3.4047
